811c9dc5 
340ca71c 1
1c9ffd15 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosResourceBars/ApheliosPARMeter/ApheliosPar_ValueText
6483a325 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosResourceBars/ApheliosPARMeterSkins/ApheliosPar_AnimationBlue
19aa3bb0 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosResourceBars/ApheliosSAR_ValueText
e8a556a3 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosResourceThreshold/ApheliosResource_ThresholdIndicator0
e7a55510 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosResourceThreshold/ApheliosResource_ThresholdIndicator1
eaa559c9 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosResourceThreshold/ApheliosResource_ThresholdIndicator2
e9a55836 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosResourceThreshold/ApheliosResource_ThresholdIndicator3
eca55cef ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosResourceThreshold/ApheliosResource_ThresholdIndicator4
eba55b5c ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosResourceThreshold/ApheliosResource_ThresholdIndicator5
eea56015 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosResourceThreshold/ApheliosResource_ThresholdIndicator6
eda55e82 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosResourceThreshold/ApheliosResource_ThresholdIndicator7
f0a5633b ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosResourceThreshold/ApheliosResource_ThresholdIndicator8
efa561a8 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosResourceThreshold/ApheliosResource_ThresholdIndicator9
22db6f02 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability0/AAbility0_
153d89a4 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability0/AAbility0_Ammo
a167833a ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability0/AAbility0_AmmoFX
4fc90da3 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability0/AAbility0_BorderAvailable
98933312 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability0/AAbility0_BorderUnavailable
ea341ba3 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability0/AAbility0_Cooldown
a225b725 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability0/AAbility0_CooldownFX
d629f2c3 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability0/AAbility0_Cost
4116a87c ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability0/AAbility0_CostBg
b7cd9484 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability0/AAbility0_GlintFX
58ab3b1c ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability0/AAbility0_HotKey
219b6673 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability0/AAbility0_IconLoc
0338cfd0 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability0/AAbility0_IconOom
eff02ba3 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability0/AAbility0_Mouseover
f91bb3ac ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability0/AAbility0_OverlayUnavailable
703b8f89 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability0/AAbility0_SheenFX
ef5bd584 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability0/AAbility0_ToggleFX
d1ad0343 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability1/AAbility1_BorderAvailable
6c2734b2 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability1/AAbility1_BorderUnavailable
5602bac3 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability1/AAbility1_Cooldown
8f5b3c45 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability1/AAbility1_CooldownFX
61f83a24 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability1/AAbility1_GlintFX
d526e73c ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability1/AAbility1_HotKey
70a40929 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability1/AAbility1_SheenFX
a0f055a4 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability1/AAbility1_ToggleFX
802925a6 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability2/AAbility2_
cf2454a0 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability2/AAbility2_Ammo
6bd946fe ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability2/AAbility2_AmmoFX
10ca7567 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability2/AAbility2_BorderAvailable
c66adde6 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability2/AAbility2_BorderUnavailable
868be88f ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability2/AAbility2_Cooldown
2c336bc9 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability2/AAbility2_CooldownFX
3d72b797 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability2/AAbility2_Cost
c6a25cd8 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability2/AAbility2_CostBg
4a656c18 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability2/AAbility2_GlintFX
6f507998 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability2/AAbility2_HotKey
1100d05f ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability2/AAbility2_IconLoc
cb3d5e84 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability2/AAbility2_IconOom
4d03f997 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability2/AAbility2_Mouseover
7ecf6930 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability2/AAbility2_OverlayUnavailable
264520c5 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability2/AAbility2_SheenFX
5bfdf820 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability2/AAbility2_ToggleFX
b3465b06 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability3/AAbility3_
16118300 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability3/AAbility3_Ammo
e89a0b5e ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability3/AAbility3_AmmoFX
e1bd7c47 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability3/AAbility3_BorderAvailable
c9031cc6 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability3/AAbility3_BorderUnavailable
814e46ef ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability3/AAbility3_Cooldown
61ca7729 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability3/AAbility3_CooldownFX
9dac9af7 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability3/AAbility3_Cost
99a0f538 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability3/AAbility3_CostBg
4ddaf3f8 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability3/AAbility3_GlintFX
e996d4f8 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability3/AAbility3_HotKey
996da63f ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability3/AAbility3_IconLoc
53a8a164 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability3/AAbility3_IconOom
31f4aa77 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability3/AAbility3_Mouseover
4fb16090 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability3/AAbility3_OverlayUnavailable
29baa8a5 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability3/AAbility3_SheenFX
6c65a380 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability3/AAbility3_ToggleFX
85c47fc7 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability3/Pips/AAbility3_EmptyPip0
84c47e34 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability3/Pips/AAbility3_EmptyPip1
87c482ed ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability3/Pips/AAbility3_EmptyPip2
86c4815a ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability3/Pips/AAbility3_EmptyPip3
81c4797b ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability3/Pips/AAbility3_EmptyPip4
80c477e8 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability3/Pips/AAbility3_EmptyPip5
ea803ca5 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability3/Pips/AAbility3_FullPip0
e9803b12 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability3/Pips/AAbility3_FullPip1
e880397f ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability3/Pips/AAbility3_FullPip2
e78037ec ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability3/Pips/AAbility3_FullPip3
e6803659 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability3/Pips/AAbility3_FullPip4
e58034c6 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability3/Pips/AAbility3_FullPip5
a05d3cea ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Ability3/Pips/AAbility3_PipRect
961b8833 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Extra2/Extra2_
26e7c511 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Extra2/Extra2_Ammo
761874d7 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Extra2/Extra2_AmmoFX
dde77c78 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Extra2/Extra2_BorderAvailable
82e707e9 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Extra2/Extra2_BorderUnavailable
f57d8006 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Extra2/Extra2_Cooldown
f867bf88 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Extra2/Extra2_CooldownFX
ec77c367 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Extra2/Extra2_GlintFX
6210ce64 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Extra2/Extra2_IconLoc
0738f98f ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Extra2/Extra2_IconOom
d795685c ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Extra2/Extra2_Mouseover
9a1fbe5d ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Extra2/Extra2_OverlayUnavailable
d2a11406 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Extra2/Extra2_SheenFX
6c6ae2c1 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Extra3/Extra3_
d3ab2793 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Extra3/Extra3_Ammo
38286475 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Extra3/Extra3_AmmoFX
3c8b96a2 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Extra3/Extra3_BorderAvailable
b5e3d7ff ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Extra3/Extra3_BorderUnavailable
0719b7ec ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Extra3/Extra3_Cooldown
1e181832 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Extra3/Extra3_CooldownFX
dda68c85 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Extra3/Extra3_GlintFX
25ac981a ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Extra3/Extra3_IconLoc
419658bd ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Extra3/Extra3_IconOom
7a9ab032 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Extra3/Extra3_Mouseover
459bf863 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Extra3/Extra3_OverlayUnavailable
3cf59e9c ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Extra3/Extra3_SheenFX
0bf44314 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Passive/APassive_
252bf31a ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Passive/APassive_Ammo
98081ba4 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Passive/APassive_AmmoFX
98b082a9 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Passive/APassive_BorderAvailable
044aa374 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Passive/APassive_BorderUnavailable
67851ded ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Passive/APassive_Mouseover
47c1c6ee ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Passive/APassive_OverlayUnavailable
e0d28582 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Summoner0/ASummoner0_
5f2f8824 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Summoner0/ASummoner0_Ammo
45f1e5ba ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Summoner0/ASummoner0_AmmoFX
7d048d23 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Summoner0/ASummoner0_BorderAvailable
7fbd7e92 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Summoner0/ASummoner0_BorderUnavailable
1ee78223 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Summoner0/ASummoner0_Cooldown
8b93c1a5 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Summoner0/ASummoner0_CooldownFX
18e6f3d2 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Summoner0/ASummoner0_CooldownGem
08199081 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Summoner0/ASummoner0_CooldownGemAvailable
838d7675 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Summoner0/ASummoner0_CooldownGemCooldownFX
dec75bb9 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Summoner0/ASummoner0_CooldownGemSheenFX
3da6a404 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Summoner0/ASummoner0_GlintFX
fd359d9c ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Summoner0/ASummoner0_HotKey
a77475f3 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Summoner0/ASummoner0_IconLoc
8911df50 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Summoner0/ASummoner0_IconOom
665a8723 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Summoner0/ASummoner0_Mouseover
60b08e2c ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Summoner0/ASummoner0_OverlayUnavailable
f6149f09 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Summoner0/ASummoner0_SheenFX
43ab3d0c ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Summoner1/ASummoner1_
1042ab02 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Summoner1/ASummoner1_Ammo
47cd697c ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Summoner1/ASummoner1_AmmoFX
d1bf59f1 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Summoner1/ASummoner1_BorderAvailable
4b56d8cc ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Summoner1/ASummoner1_BorderUnavailable
905fb125 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Summoner1/ASummoner1_Cooldown
ae3ee593 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Summoner1/ASummoner1_CooldownFX
da50e83c ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Summoner1/ASummoner1_CooldownGem
69d0ac3f ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Summoner1/ASummoner1_CooldownGemAvailable
b2970343 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Summoner1/ASummoner1_CooldownGemCooldownFX
957584fb ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Summoner1/ASummoner1_CooldownGemSheenFX
30d7b616 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Summoner1/ASummoner1_GlintFX
40d834ae ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Summoner1/ASummoner1_HotKey
733fce45 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Summoner1/ASummoner1_IconLoc
0617fb42 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Summoner1/ASummoner1_IconOom
2fd2b885 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Summoner1/ASummoner1_Mouseover
e5001d56 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Summoner1/ASummoner1_OverlayUnavailable
455fba2b ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/ApheliosSpells/Summoner1/ASummoner1_SheenFX
222d8f18 ClientStates/Gameplay/UX/LoL/Champ/Aphelios/UIBase/ApheliosRoot/HUDCenterFrameGlow
64e5f61d ClientStates/Gameplay/UX/LoL/Champ/Briar/UIBase/BriarFrenzyOverlay
104d1f36 ClientStates/Gameplay/UX/LoL/Champ/Briar/UIBase/BriarFrenzyOverlay/BriarFrenzyBottomLeft
b488a86b ClientStates/Gameplay/UX/LoL/Champ/Briar/UIBase/BriarFrenzyOverlay/BriarFrenzyBottomRight
7b23219e ClientStates/Gameplay/UX/LoL/Champ/Briar/UIBase/BriarFrenzyOverlay/BriarFrenzyTopLeft
a1ea90f3 ClientStates/Gameplay/UX/LoL/Champ/Briar/UIBase/BriarFrenzyOverlay/BriarFrenzyTopRight
daea84a7 ClientStates/Gameplay/UX/LoL/Champ/ChampionSelection/UIBase/ChampionSelection
09e231cb ClientStates/Gameplay/UX/LoL/Champ/ChampionSelection/UIBase/ChampionSelection/ExButton0
08e23038 ClientStates/Gameplay/UX/LoL/Champ/ChampionSelection/UIBase/ChampionSelection/ExButton1
0be234f1 ClientStates/Gameplay/UX/LoL/Champ/ChampionSelection/UIBase/ChampionSelection/ExButton2
0ae2335e ClientStates/Gameplay/UX/LoL/Champ/ChampionSelection/UIBase/ChampionSelection/ExButton3
0de23817 ClientStates/Gameplay/UX/LoL/Champ/ChampionSelection/UIBase/ChampionSelection/ExButton4
678e33ef ClientStates/Gameplay/UX/LoL/Champ/ChampionSelection/UIBase/ChampionSelection/ExtraActions0
9a17bf6b ClientStates/Gameplay/UX/LoL/Champ/ChampionSelection/UIBase/ChampionSelection/ExtraActions0/ExtraActionsNew0_ButtonPortrait
668e325c ClientStates/Gameplay/UX/LoL/Champ/ChampionSelection/UIBase/ChampionSelection/ExtraActions1
c1abb611 ClientStates/Gameplay/UX/LoL/Champ/ChampionSelection/UIBase/ChampionSelection/ExtraActions1/ExtraActionsNew1_ButtonPortrait
698e3715 ClientStates/Gameplay/UX/LoL/Champ/ChampionSelection/UIBase/ChampionSelection/ExtraActions2
5ce58f67 ClientStates/Gameplay/UX/LoL/Champ/ChampionSelection/UIBase/ChampionSelection/ExtraActions2/ExtraActionsNew2_ButtonPortrait
688e3582 ClientStates/Gameplay/UX/LoL/Champ/ChampionSelection/UIBase/ChampionSelection/ExtraActions3
4efea039 ClientStates/Gameplay/UX/LoL/Champ/ChampionSelection/UIBase/ChampionSelection/ExtraActions3/ExtraActionsNew3_ButtonPortrait
638e2da3 ClientStates/Gameplay/UX/LoL/Champ/ChampionSelection/UIBase/ChampionSelection/ExtraActions4
56f9a0a3 ClientStates/Gameplay/UX/LoL/Champ/ChampionSelection/UIBase/ChampionSelection/ExtraActions4/ExtraActionsNew4_ButtonPortrait
11a3e48d ClientStates/Gameplay/UX/LoL/Champ/GangplankShop/UIBase/GPlankShop
c94adbeb ClientStates/Gameplay/UX/LoL/Champ/GangplankShop/UIBase/GPlankShop/GPlankShop_Item0
ced24319 ClientStates/Gameplay/UX/LoL/Champ/GangplankShop/UIBase/GPlankShop/GPlankShop_Item0/GPlankShop_Item0_ButtonPortrait
c84ada58 ClientStates/Gameplay/UX/LoL/Champ/GangplankShop/UIBase/GPlankShop/GPlankShop_Item1
f07b9d1f ClientStates/Gameplay/UX/LoL/Champ/GangplankShop/UIBase/GPlankShop/GPlankShop_Item1/GPlankShop_Item1_ButtonPortrait
cb4adf11 ClientStates/Gameplay/UX/LoL/Champ/GangplankShop/UIBase/GPlankShop/GPlankShop_Item2
9f287a1d ClientStates/Gameplay/UX/LoL/Champ/GangplankShop/UIBase/GPlankShop/GPlankShop_Item2/GPlankShop_Item2_ButtonPortrait
f8642be7 ClientStates/Gameplay/UX/LoL/Champ/KaynTransform/UIBase/KaynTransform
3cfabd30 ClientStates/Gameplay/UX/LoL/Champ/KaynTransform/UIBase/KaynTransform/KaynTransformAssassin
3e70d3b8 ClientStates/Gameplay/UX/LoL/Champ/KaynTransform/UIBase/KaynTransform/KaynTransformAssassin_ReadyIdleFX
dab33101 ClientStates/Gameplay/UX/LoL/Champ/KaynTransform/UIBase/KaynTransform/KaynTransformAssassin_TimerText
578656e3 ClientStates/Gameplay/UX/LoL/Champ/KaynTransform/UIBase/KaynTransform/KaynTransformSlayer
